code,description
520632,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale"
520633,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale"
520634,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale"
520635,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale"
520641,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale"
520642,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale"
520643,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale"
520644,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale"
520645,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale"
520710,"Cotton yarn: (not sewing thread), containing 85% or more by weight of cotton, put up for retail sale"
520790,"Cotton yarn: (not sewing thread), containing less than 85% by weight of cotton, put up for retail sale"
520811,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, plain weave, weighing not more than 100g/m2"
520812,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520813,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2"
520819,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5208.1, weighing not more than 200g/m2"
520821,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, plain weave, weighing not more than 100g/m2"
520822,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520823,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2"
520829,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5208.2, weighing not more than 200g/m2"
520831,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, plain weave, weighing not more than 100g/m2"
520832,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520833,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2"
520839,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5208.3 weighing not more than 200g/m2"
520841,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing not more than 100g/m2"
520842,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 100g/m2 but not more than 200g/m2"
520843,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2"
520849,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5208.4, weighing not more than 200g/m2"
520851,"Fabrics, woven: containing 85% or more by weight of cotton, printed, plain weave, weighing not more than 100g/m2"
520852,"Fabrics, woven: containing 85% or more by weight of cotton, printed, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520859,"Fabrics, woven: containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5208.5, weighing not more than 200g/m2"
520911,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 200g/m2"
520912,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520919,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5209.1, weighing more than 200g/m2"
520921,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 200g/m2"
520922,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520929,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5209.2, weighing more than 200g/m2"
520931,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 200g/m2"
520932,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520939,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5209.3, weighing more than 200g/m2"
520941,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing more than 200g/m2"
520942,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 200g/m2, denim"
520943,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520949,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5209.4, weighing more than 200g/m2"
520951,"Fabrics, woven: containing 85% or more by weight of cotton, printed, plain weave, weighing more than 200g/m2"
520952,"Fabrics, woven: containing 85% or more by weight of cotton, printed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520959,"Fabrics, woven: containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5209.5, weighing more than 200g/m2"
521011,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing 200g/m2 or less"
521019,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5210.1, weighing 200g/m2 or less"
521021,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, bleached, plain weave, weighing 200g/m2 or less"
521029,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, bleached, of weaves n.e.c. in item no. 5210.2"
521031,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, plain weave"
521032,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, 3-thread or 4-thread twill, including cross twill"
521039,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, of weaves n.e.c. in item no. 5210.3"
521041,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, of yarns of different colours, plain weave"
521049,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, of yarns of different colours, of weaves n.e.c. in item no. 5210.4"
521051,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, plain weave"
521059,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, of weaves n.e.c. in item no. 5210.5"
521111,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing more than 200g/m2"
521112,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, 3- or 4-thread twill, including cross twill, weighing more than 200g/m2"
521119,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5211.1, weighing more than 200g/m2"
521120,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, bleached"
521131,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, plain weave"
521132,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, 3-thread or 4-thread twill, including cross twill"
521139,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, of weaves n.e.c. in item no. 5211.3"
521141,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, plain weave"
521142,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, denim"
521143,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, 3-thread or 4-thread twill, including cross twill"
521149,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, of weaves n.e.c. in item no. 5211.4"
521151,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, plain weave"
521152,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, 3-thread or 4-thread twill, including cross twill"
521159,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, of weaves n.e.c. in item no. 5211.5"
521211,"Fabrics, woven: of cotton, unbleached, weighing not more than 200g/m2, n.e.c. in chapter 52"
521212,"Fabrics, woven: of cotton, bleached, weighing not more than 200g/m2, n.e.c. in chapter 52"
521213,"Fabrics, woven: of cotton, dyed, weighing not more than 200g/m2, n.e.c. in chapter 52"
521214,"Fabrics, woven: of cotton, of yarns of different colours, weighing not more than 200g/m2, n.e.c. in chapter 52"
521215,"Fabrics, woven: of cotton, printed, weighing not more than 200g/m2, n.e.c. in chapter 52"
521221,"Fabrics, woven: of cotton, unbleached, weighing more than 200g/m2, n.e.c. in chapter 52"
521222,"Fabrics, woven: of cotton, bleached, weighing more than 200g/m2, n.e.c. in chapter 52"
521223,"Fabrics, woven: of cotton, dyed, weighing more than 200g/m2, n.e.c. in chapter 52"
521224,"Fabrics, woven: of cotton, of yarns of different colours, weighing more than 200g/m2, n.e.c. in chapter 52"
521225,"Fabrics, woven: of cotton, printed, weighing more than 200g/m2, n.e.c. in chapter 52"
530110,"Flax: raw or retted, but not spun"
530121,"Flax: broken or scutched, but not spun"
530129,"Flax: hackled or otherwise processed, but not spun"
530130,"Flax: tow and waste, including yarn waste and garnetted stock"
530210,"Hemp (cannabis sativa L.): raw or retted, but not spun"
530290,"Hemp (cannabis sativa L.): processed (other than retted) (but not spun), true hemp tow and waste (including yarn waste and garnetted stock)"
530310,"Jute and other textile bast fibres: raw or retted, but not spun, (excluding flax, hemp (cannabis sativa L.), and ramie)"
530390,"Jute and other textile bast fibres: processed but not spun, tow and waste of these fibres, including yarn waste and garnetted stock (excluding flax, hemp (cannabis sativa L.), and ramie)"
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun: tow, noils and waste of these fibres (including yarn waste and garnetted stock)"
530610,"Yarn: of flax, single"
530620,"Yarn: of flax, multiple (folded) or cabled"
530710,"Yarn: of jute or of other textile bast fibres, single"
530720,"Yarn: of jute or of other textile bast fibres, multiple (folded) or cabled"
530810,Yarn: of coir
530820,Yarn: of hemp (cannabis sativa L.)
530890,"Yarn: of vegetable textile fibres n.e.c. in heading no. 5306, 5307 and 5308"
530911,"Fabrics, woven: of flax, containing 85% or more flax, unbleached or bleached"
530919,"Fabrics, woven: of flax, containing 85% or more flax, other than bleached or unbleached"
530921,"Fabrics, woven: of flax, containing less than 85% flax, unbleached or bleached"
530929,"Fabrics, woven: of flax, containing less than 85% flax, other than unbleached or bleached"
531010,"Fabrics, woven: of jute or of other textile bast fibres of heading no. 5303, unbleached"
531090,"Fabrics, woven: of jute or of other textile bast fibres of heading no. 5303, other than unbleached"
531100,"Fabrics, woven: of vegetable textile fibres n.e.c. in heading no. 5309 and 5310, woven fabrics of paper yarn"
540110,"Sewing thread: of synthetic filaments, whether or not put up for retail sale"
540120,"Sewing thread: of artificial filaments, whether or not put up for retail sale"
540211,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of high tenacity yarn of nylon or other polyamides, textured or not: of aramids, not for retail sale, not sewing thread"
540219,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of high tenacity nylon or other polyamides, textured or not: other than aramids, not for retail sale, not sewing thread"
540220,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of high tenacity yarn of polyesters, whether or not textured, not for retail sale, not sewing thread"
540231,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn not more than 50 decitex, not for retail sale, not sewing thread"
540232,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn more than 50 decitex, not for retail sale, not sewing thread"
540233,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, of polyesters, not for retail sale, not sewing thread"
540234,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, of polypropylene, not for retail sale, not sewing thread"
540239,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, other than of nylon or other polymides, polyesters, or polypropylene, not for retail sale, not sewing thread"
540244,"Yarn, synthetic: filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, elastomeric, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540245,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540246,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540247,"Yarn, synthetic: filament, monofilament (less than 67 decitex), polyesters (not high tenacity or textured), not partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540248,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540249,"Yarn, synthetic: filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, untwisted or twisted 50 turns or less per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540251,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540252,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540253,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540259,"Yarn, synthetic: filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, twisted more than 50 turns per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540261,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
540262,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
540263,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polypropylene, other than high tenacity or textured yarn, multiple (folded) or cabled, not for retail sale, not sewing thread"
540269,"Yarn, synthetic: filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, multiple (folded) or cabled, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540310,"Yarn, artificial: filament, monofilament (less than 67 decitex), of high tenacity viscose rayon, not for retail sale, not sewing thread"
540331,"Yarn, artificial: filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, untwisted or twisted 120 turns per metre or less, not for retail sale, not sewing thread"
540332,"Yarn, artificial: filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, twisted more than 120 turns per metre, not for retail sale, not sewing thread"
540333,"Yarn, artificial: filament, monofilament (less than 67 decitex), of cellulose acetate, single, not for retail sale, not sewing thread"
540339,"Yarn, artificial: filament, monofilament (less than 67 decitex), single, n.e.c. in heading no. 5403, not for retail sale, not sewing thread"
540341,"Yarn, artificial: filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), multiple (folded) or cabled, not for retail sale, not sewing thread"
540342,"Yarn, artificial: filament, monofilament (less than 67 decitex), of cellulose acetate, multiple (folded) or cabled, not for retail sale, not sewing thread"
540349,"Yarn, artificial: filament, monofilament (less than 67 decitex), multiple (folded) or cabled, n.e.c. in heading no. 5403, not for retail sale, not sewing thread"
540411,Elastomeric monofilament: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540412,Monofilament of polypropylene: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540419,Monofilament n.e.c. in heading no 5404: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540490,"Filament, synthetic: strip and the like (e.g.. artificial straw), of synthetic textile materials of an apparent width not exceeding 5mm"
540500,"Monofilament, synthetic: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm, strip and the like (e.g. artificial straw), of synthetic textile materials with width not over 5mm"
540600,"Man-made filament yarn (other than sewing thread), put up for retail sale"
540710,"Fabrics, woven: from high tenacity yarn, of nylon, other polyamides or of polyesters"
540720,"Fabrics, woven: from strip or the like, of synthetic textile materials"
540730,"Fabrics, woven: from synthetic filament yarn, adhesive or thermal bonded"
540741,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached"
540742,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, dyed"
540743,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours"
540744,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, printed"
540751,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, unbleached or bleached"
540752,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, dyed"
540753,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, of yarns of different colours"
540754,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, printed"
540761,"Fabrics, woven: containing 85% or more by weight of non-textured polyester filaments"
540769,"Fabrics, woven: containing less than 85% by weight of non-textured polyester filaments"
540771,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached"
540772,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed"
540773,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), of yarns of different colours"
540774,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed"
540781,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached"
540782,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed"
540783,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours"
540784,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed"
540791,"Fabrics, woven: of synthetic filament yarn, bleached or unbleached, n.e.c. in heading no. 5407"
540792,"Fabrics, woven: of synthetic filament yarn, dyed, n.e.c. in heading 5407"
540793,"Fabrics, woven: of synthetic filament yarn, of yarns of different colours, n.e.c. in heading no. 5407"
540794,"Fabrics, woven: of synthetic filament yarn, printed, n.e.c. in heading no. 5407"
540810,"Fabrics, woven: of viscose rayon, high tenacity, artificial filament yarn"
540821,"Fabrics, woven: of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, bleached or unbleached"
540822,"Fabrics, woven: of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, dyed"
540823,"Fabrics, woven: containing 85% or more by weight of artificial filament, strip or the like, of yarns of different colours"
540824,"Fabrics, woven: of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, printed"
540831,"Fabrics, woven: of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, unbleached or bleached"
540832,"Fabrics, woven: of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, dyed"
540833,"Fabrics, woven: of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, of yarns of different colours"
540834,"Fabrics, woven: of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, printed"
550111,"Fibres: synthetic filament tow, of nylon or other polyamides, of aramids"
550119,"Fibres: synthetic filament tow, of nylon or other polyamides, of other than aramids"
550120,"Fibres: synthetic filament tow, of polyesters"
550130,"Fibres: synthetic filament tow, acrylic or modacrylic"
550140,"Fibres: synthetic filament tow, of polypropylene"
550190,"Fibres: synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501"
550210,Fibres: artificial filament tow of cellulose acetate
550290,"Fibres: artificial filament tow, other than cellulose acetate"
550311,"Fibres: synthetic staple fibres, of aramids, not carded, combed or otherwise processed for spinning"
550319,"Fibres: synthetic staple fibres, of nylon or other polyamides other than aramids, not carded, combed or otherwise processed for spinning"
550320,"Fibres: synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning"
550330,"Fibres: synthetic staple fibres, acrylic or modacrylic, not carded, combed or otherwise processed for spinning"
550340,"Fibres: synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning"
550390,"Fibres: synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning"
550410,"Fibres: artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning"
550490,"Fibres: artificial staple fibres, other than of viscose, not carded, combed or otherwise processed for spinning"
550510,"Fibres: waste (including noils, yarn waste and garnetted stock), of synthetic fibres"
550520,"Fibres: waste (including noils, yarn waste and garnetted stock), of artificial fibres"
550610,"Fibres: synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning"
550620,"Fibres: synthetic staple fibres, of polyesters, carded, combed or otherwise processed for spinning"
550630,"Fibres: synthetic staple fibres, acrylic or modacrylic, carded, combed or otherwise processed for spinning"
550640,"Fibres: synthetic staple fibres, of polypropylene, carded, combed or otherwise processed for spinning"
550690,"Fibres: synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning"
550700,"Fibres: artificial staple fibres, carded, combed or otherwise processed for spinning"
550810,"Sewing thread: of synthetic staple fibres, whether or not put up for retail sale"
550820,"Sewing thread: of artificial staple fibres, whether or not put up for retail sale"
550911,"Yarn: (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale"
550912,"Yarn: (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale"
550921,"Yarn: (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale"
550922,"Yarn: (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale"
550931,"Yarn: (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale"
550932,"Yarn: (not sewing thread), multiple (folded) or cabled, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale"
550941,"Yarn: (not sewing thread), single, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale"
550942,"Yarn: (not sewing thread), multiple (folded) or cabled yarn, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale"
550951,"Yarn: (not sewing thread), of polyester staple fibres, mixed mainly or solely with artificial staple fibres, not put up for retail sale"
550952,"Yarn: (not sewing thread), of polyester staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
550953,"Yarn: (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
550959,"Yarn: (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale"
550961,"Yarn: (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
550962,"Yarn: (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
550969,"Yarn: (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.6, not put up for retail sale"
550991,"Yarn: (not sewing thread), of synthetic staple fibres, mixed mainly or solely with wool or fine animal hair, n.e.c. in heading no. 5509, not put up for retail sale"
550992,"Yarn: (not sewing thread), of synthetic staple fibres, mixed mainly or solely with cotton, n.e.c. in heading no. 5509, not put up for retail sale"
550999,"Yarn: (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale"
551011,"Yarn: (not sewing thread), single, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale"
551012,"Yarn: (not sewing thread), multiple (folded) or cabled yarn, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale"
551020,"Yarn: (not sewing thread), of artificial staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
551030,"Yarn: (not sewing thread), of artificial staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
551090,"Yarn: (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale"
551110,"Yarn: (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale"
551120,"Yarn: (not sewing thread), of synthetic staple fibres, containing less than 85% by weight of synthetic staple fibres, put up for retail sale"
551130,"Yarn: (not sewing thread), of artificial staple fibres, put up for retail sale"
551211,"Fabrics, woven: of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached"
551219,"Fabrics, woven: of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached"
551221,"Fabrics, woven: of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached"
551229,"Fabrics, woven: of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached"
551291,"Fabrics, woven: of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, unbleached or bleached"
551299,"Fabrics, woven: of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached"
551311,"Fabrics, woven: plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached"
551312,"Fabrics, woven: 3-thread or 4-thread twill, of polyester staple fibres, containing less than 85% by weight of such, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached"
551313,"Fabrics, woven: of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached"
551319,"Fabrics, woven: containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached"
